C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,Sn,Al,Ti,Nb,CEQ,板坯装炉前温度,轧制道次数,精轧道次数,轧制厚度,粗轧开轧温度_测量平均,粗轧终止温度_测量平均,精轧开轧温度_测量平均,精轧终止温度_测量平均,抽出平均温度,TENSION_RM,YIELD_REH,EL
0.149,0.26,1.24,0.014,0.003,0.02,0.01,0.02,0.002,0.002,0.004,0.04,0.018,0.012,0.36,479,14,7,18.4,1158,1107,886,814,1195,515,389,27.5
0.153,0.24,1.23,0.013,0.007,0.02,0.01,0.03,0.002,0.001,0.003,0.038,0.017,0.011,0.37,525,14,7,12.1,1171,1120,936,825,1200,510,419,28.0
0.154,0.23,1.23,0.015,0.006,0.02,0.01,0.02,0.002,0.001,0.002,0.046,0.016,0.011,0.37,550,14,7,12.1,1165,1114,938,822,1194,513,397,28.5
0.153,0.24,1.23,0.013,0.007,0.02,0.01,0.03,0.002,0.001,0.003,0.038,0.017,0.011,0.37,534,14,7,12.1,1180,1129,951,836,1208,506,412,27.0
0.151,0.23,1.24,0.011,0.005,0.02,0.01,0.02,0.001,0.002,0.003,0.028,0.017,0.013,0.35,554,14,7,12.1,1158,1109,941,830,1191,506,408,27.5
0.146,0.24,1.22,0.017,0.006,0.02,0.01,0.02,0.003,0.002,0.003,0.032,0.014,0.012,0.36,569,16,9,30.85,1168,1117,860,815,1196,525,433,28.0
0.146,0.24,1.22,0.017,0.006,0.02,0.01,0.02,0.003,0.002,0.003,0.032,0.014,0.012,0.36,566,16,9,35.45,1166,1113,844,803,1187,532,430,26.5
0.152,0.25,1.26,0.014,0.003,0.02,0.01,0.03,0.002,0.002,0.003,0.028,0.016,0.011,0.37,568,16,9,30.85,1164,1112,850,808,1192,542,451,27.5
0.146,0.24,1.22,0.017,0.006,0.02,0.01,0.02,0.003,0.002,0.003,0.032,0.014,0.012,0.36,570,16,9,35.55,1177,1127,866,831,1197,529,456,27.5
0.155,0.23,1.24,0.014,0.005,0.02,0.01,0.03,0.002,0.002,0.003,0.031,0.017,0.013,0.37,503,14,7,18.75,1176,1124,896,819,1214,523,406,30.0
0.153,0.26,1.2,0.014,0.004,0.02,0.01,0.03,0.002,0.002,0.003,0.034,0.017,0.012,0.36,542,14,7,20.55,1159,1106,857,800,1202,550,446,29.5
0.144,0.31,1.24,0.016,0.009,0.02,0.01,0.03,0.002,0.003,0.003,0.034,0.018,0.011,0.38,569,16,9,29.85,1180,1124,859,802,1199,543,425,26.5
0.144,0.31,1.24,0.016,0.009,0.02,0.01,0.03,0.002,0.003,0.003,0.034,0.018,0.011,0.38,556,16,9,28.65,1187,1130,862,802,1202,549,445,26.5
0.154,0.24,1.25,0.017,0.006,0.02,0.01,0.03,0.002,0.002,0.003,0.033,0.016,0.012,0.37,427,14,7,20.7,1165,1113,867,812,1198,553,469,27.5
0.155,0.29,1.21,0.014,0.004,0.02,0.01,0.02,0.002,0.002,0.002,0.043,0.018,0.015,0.36,543,18,9,29.75,1176,1123,870,819,1200,553,454,28.0
0.155,0.29,1.21,0.014,0.004,0.02,0.01,0.02,0.002,0.002,0.002,0.043,0.018,0.015,0.36,510,16,9,26.65,1169,1117,877,817,1197,551,443,26.5
0.143,0.24,1.21,0.014,0.005,0.02,0.01,0.04,0.002,0.002,0.003,0.027,0.014,0.013,0.36,601,14,7,29.8,1157,1110,870,836,1196,529,416,27.0
0.143,0.24,1.21,0.014,0.005,0.02,0.01,0.04,0.002,0.002,0.003,0.027,0.014,0.013,0.36,602,14,7,29.77,1169,1120,869,833,1196,519,404,27.5
0.151,0.26,1.24,0.008,0.003,0.02,0.01,0.03,0.002,0.002,0.003,0.034,0.017,0.013,0.37,36,16,9,42.25,1173,1120,844,804,1196,556,461,25.5
0.151,0.26,1.24,0.008,0.003,0.02,0.01,0.03,0.002,0.002,0.003,0.034,0.017,0.013,0.37,37,16,9,42.25,1155,1103,839,799,1182,567,501,27.5
0.143,0.24,1.21,0.014,0.005,0.02,0.01,0.04,0.002,0.002,0.003,0.027,0.014,0.013,0.36,20,14,7,30.17,1149,1103,866,832,1185,521,402,27.0
0.143,0.24,1.21,0.014,0.005,0.02,0.01,0.04,0.002,0.002,0.003,0.027,0.014,0.013,0.36,598,14,7,16.4,1142,1092,902,804,1192,523,398,29.5
0.143,0.24,1.21,0.014,0.005,0.02,0.01,0.04,0.002,0.002,0.003,0.027,0.014,0.013,0.36,578,14,7,11.5,1165,1114,878,818,1198,520,433,29.5
0.159,0.22,1.23,0.017,0.007,0.02,0.01,0.03,0.002,0.002,0.003,0.028,0.015,0.013,0.38,594,14,7,16.91,1161,1109,912,816,1198,537,423,27.5
0.151,0.28,1.24,0.014,0.007,0.02,0.01,0.03,0.003,0.002,0.003,0.041,0.019,0.013,0.37,557,14,7,32.65,1155,1107,874,838,1175,576,462,29.0
0.157,0.26,1.24,0.017,0.006,0.02,0.01,0.01,0.002,0.002,0.002,0.031,0.018,0.013,0.37,36,18,9,20.505000000000003,1196,1146,896,858,1206,529,485,30.0
0.152,0.28,1.23,0.014,0.003,0.02,0.01,0.04,0.003,0.002,0.004,0.029,0.015,0.013,0.37,63,14,7,14.4,1165,1114,924,813,1197,538,424,29.5
0.144,0.31,1.24,0.016,0.009,0.02,0.01,0.03,0.002,0.003,0.003,0.034,0.018,0.011,0.38,569,14,7,28.7,1182,1130,860,831,1197,541,430,28.5
0.159,0.22,1.23,0.017,0.007,0.02,0.01,0.03,0.002,0.002,0.003,0.028,0.015,0.013,0.38,594,14,7,15.41,1164,1110,902,804,1196,549,467,27.5
0.159,0.22,1.23,0.017,0.007,0.02,0.01,0.03,0.002,0.002,0.003,0.028,0.015,0.013,0.38,601,14,7,14.41,1160,1106,903,803,1192,540,472,29.0
0.159,0.22,1.23,0.017,0.007,0.02,0.01,0.03,0.002,0.002,0.003,0.028,0.015,0.013,0.38,600,14,7,13.91,1155,1102,922,805,1188,560,480,27.0
0.159,0.22,1.23,0.017,0.007,0.02,0.01,0.03,0.002,0.002,0.003,0.028,0.015,0.013,0.38,593,14,7,13.71,1161,1106,922,806,1190,565,479,26.0
0.159,0.22,1.23,0.017,0.007,0.02,0.01,0.03,0.002,0.002,0.003,0.028,0.015,0.013,0.38,595,14,7,13.31,1166,1111,921,801,1187,539,443,29.0
0.149,0.22,1.24,0.012,0.004,0.02,0.01,0.02,0.002,0.002,0.003,0.038,0.013,0.013,0.37,572,14,9,48.65,1162,1113,864,837,1201,529,491,28.0
0.156,0.26,1.24,0.011,0.001,0.02,0.01,0.02,0.002,0.002,0.004,0.039,0.02,0.013,0.37,20,14,7,20.505000000000003,1165,1114,878,818,1187,529,470,29.0
0.142,0.24,1.29,0.016,0.009,0.02,0.01,0.02,0.002,0.002,0.002,0.043,0.016,0.014,0.36,468,14,7,16.95,1146,1101,909,850,1184,518,431,27.5
0.142,0.24,1.29,0.016,0.009,0.02,0.01,0.02,0.002,0.002,0.002,0.043,0.016,0.014,0.36,364,14,7,17.65,1130,1081,895,841,1191,510,433,28.0
0.15,0.26,1.24,0.014,0.005,0.02,0.01,0.03,0.002,0.002,0.003,0.044,0.016,0.012,0.36,566,16,9,29.75,1161,1110,864,803,1200,532,436,27.5
0.15,0.26,1.24,0.014,0.005,0.02,0.01,0.03,0.002,0.002,0.003,0.044,0.016,0.012,0.36,549,16,9,27.25,1171,1119,869,809,1203,542,433,27.0
0.151,0.29,1.23,0.012,0.003,0.02,0.01,0.02,0.001,0.002,0.002,0.03,0.015,0.011,0.38,252,12,7,14.8,1177,1124,914,815,1213,518,410,26.0
0.151,0.29,1.23,0.012,0.003,0.02,0.01,0.02,0.001,0.002,0.002,0.03,0.015,0.011,0.38,272,12,7,14.15,1163,1114,939,832,1202,519,405,26.0
0.155,0.25,1.23,0.014,0.006,0.02,0.01,0.03,0.002,0.002,0.003,0.032,0.016,0.012,0.37,507,14,7,18.75,1166,1117,895,833,1213,531,392,27.5
0.154,0.24,1.25,0.017,0.006,0.02,0.01,0.03,0.002,0.002,0.003,0.033,0.016,0.012,0.37,435,16,7,19.1,1169,1118,890,830,1197,517,453,26.5
0.154,0.24,1.25,0.017,0.006,0.02,0.01,0.03,0.002,0.002,0.003,0.033,0.016,0.012,0.37,362,14,7,19.4,1168,1118,892,830,1193,545,442,29.5
0.162,0.25,1.24,0.012,0.005,0.02,0.01,0.01,0.001,0.002,0.002,0.026,0.017,0.013,0.37,216,14,7,20.505000000000003,1176,1110,878,818,1207,529,468,27.0
0.155,0.25,1.23,0.014,0.006,0.02,0.01,0.03,0.002,0.002,0.003,0.032,0.016,0.012,0.37,72,14,7,24.6,1146,1097,882,823,1189,536,453,29.0
0.152,0.28,1.23,0.014,0.003,0.02,0.01,0.04,0.003,0.002,0.004,0.029,0.015,0.013,0.37,563,14,7,15.4,1164,1110,903,808,1200,529,463,29.5
0.152,0.28,1.23,0.014,0.003,0.02,0.01,0.04,0.003,0.002,0.004,0.029,0.015,0.013,0.37,555,14,7,15.4,1170,1115,891,804,1193,529,426,26.0
0.146,0.26,1.25,0.016,0.003,0.02,0.01,0.02,0.002,0.002,0.002,0.038,0.016,0.012,0.36,570,14,7,16.4,1149,1100,902,824,1187,542,441,25.5
0.146,0.26,1.25,0.016,0.003,0.02,0.01,0.02,0.002,0.002,0.002,0.038,0.016,0.012,0.36,577,14,7,16.4,1154,1103,902,821,1188,543,434,29.5
0.148,0.25,1.22,0.014,0.008,0.02,0.01,0.02,0.003,0.002,0.002,0.031,0.015,0.013,0.36,537,16,9,29.35,1158,1108,875,817,1195,563,472,25.5
0.146,0.26,1.25,0.016,0.003,0.02,0.01,0.02,0.002,0.002,0.002,0.038,0.016,0.012,0.36,550,14,7,16.4,1162,1111,903,823,1189,567,475,27.0
0.148,0.25,1.22,0.014,0.008,0.02,0.01,0.02,0.003,0.002,0.002,0.031,0.015,0.013,0.36,547,14,7,20.1,1164,1111,860,807,1193,551,454,25.5
0.148,0.25,1.22,0.014,0.008,0.02,0.01,0.02,0.003,0.002,0.002,0.031,0.015,0.013,0.36,553,16,9,28.75,1164,1114,875,816,1198,571,470,27.5
0.148,0.25,1.22,0.014,0.008,0.02,0.01,0.02,0.003,0.002,0.002,0.031,0.015,0.013,0.36,554,16,9,28.15,1168,1116,872,811,1199,565,488,27.5
0.148,0.25,1.22,0.014,0.008,0.02,0.01,0.02,0.003,0.002,0.002,0.031,0.015,0.013,0.36,546,16,9,27.15,1167,1116,875,814,1197,549,471,25.5
0.148,0.25,1.22,0.014,0.008,0.02,0.01,0.02,0.003,0.002,0.002,0.031,0.015,0.013,0.36,551,16,9,26.15,1163,1110,866,801,1194,566,426,27.5
0.148,0.23,1.22,0.014,0.009,0.02,0.01,0.02,0.003,0.002,0.002,0.035,0.019,0.015,0.36,66,16,9,26.55,1165,1115,887,821,1196,529,490,27.5
0.154,0.27,1.23,0.012,0.008,0.02,0.01,0.03,0.004,0.002,0.003,0.04,0.019,0.012,0.37,36,14,7,15.4,1183,1127,899,809,1208,543,418,27.0
0.161,0.25,1.24,0.013,0.001,0.02,0.01,0.02,0.002,0.002,0.003,0.025,0.013,0.013,0.37,45,14,7,23.7,1172,1120,882,824,1183,533,418,26.0
0.155,0.3,1.22,0.017,0.008,0.02,0.01,0.03,0.003,0.002,0.003,0.036,0.016,0.013,0.37,74,14,7,23.7,1169,1116,882,819,1183,524,419,26.5
0.149,0.24,1.22,0.012,0.005,0.02,0.01,0.03,0.002,0.001,0.003,0.029,0.015,0.013,0.36,601,14,7,25.0,1176,1121,888,838,1212,519,406,29.0
0.149,0.24,1.22,0.012,0.005,0.02,0.01,0.03,0.002,0.001,0.003,0.029,0.015,0.013,0.36,596,14,7,24.4,1178,1127,888,834,1214,521,430,30.5
0.154,0.23,1.25,0.013,0.008,0.02,0.01,0.02,0.002,0.002,0.003,0.038,0.015,0.015,0.37,564,14,7,24.3,1173,1122,889,831,1201,515,396,29.0
0.142,0.24,1.29,0.016,0.009,0.02,0.01,0.02,0.002,0.002,0.002,0.043,0.016,0.014,0.36,468,14,7,16.95,1146,1101,909,850,1184,518,431,27.5
0.142,0.24,1.29,0.016,0.009,0.02,0.01,0.02,0.002,0.002,0.002,0.043,0.016,0.014,0.36,364,14,7,17.65,1130,1081,895,841,1191,510,433,28.0
0.15,0.26,1.24,0.014,0.005,0.02,0.01,0.03,0.002,0.002,0.003,0.044,0.016,0.012,0.36,564,16,9,27.75,1168,1116,860,802,1206,537,429,27.0
0.15,0.26,1.24,0.014,0.005,0.02,0.01,0.03,0.002,0.002,0.003,0.044,0.016,0.012,0.36,559,16,9,26.75,1169,1113,840,781,1200,578,487,27.0
0.151,0.27,1.23,0.013,0.007,0.02,0.01,0.03,0.002,0.002,0.003,0.043,0.018,0.013,0.37,606,16,9,26.75,1193,1130,856,799,1210,524,417,29.0
0.151,0.27,1.23,0.013,0.007,0.02,0.01,0.03,0.002,0.002,0.003,0.043,0.018,0.013,0.37,597,16,9,28.75,1171,1118,862,807,1199,530,463,28.5
0.159,0.24,1.24,0.015,0.006,0.02,0.01,0.04,0.003,0.002,0.003,0.028,0.017,0.014,0.38,600,14,7,26.5,1143,1098,870,832,1192,568,443,29.0
0.159,0.24,1.24,0.015,0.006,0.02,0.01,0.04,0.003,0.002,0.003,0.028,0.017,0.014,0.38,601,14,7,26.6,1142,1096,867,829,1191,543,418,29.0
0.159,0.22,1.23,0.017,0.007,0.02,0.01,0.03,0.002,0.002,0.003,0.028,0.015,0.013,0.38,593,14,7,13.71,1161,1106,922,806,1190,565,479,26.0
0.159,0.22,1.23,0.017,0.007,0.02,0.01,0.03,0.002,0.002,0.003,0.028,0.015,0.013,0.38,595,14,7,13.31,1166,1111,921,801,1187,539,443,29.0
0.155,0.26,1.24,0.015,0.007,0.02,0.01,0.04,0.003,0.002,0.004,0.045,0.017,0.013,0.37,56,14,7,20.0,1155,1107,889,833,1192,534,437,28.5
0.151,0.31,1.24,0.01,0.004,0.02,0.01,0.03,0.003,0.002,0.003,0.04,0.019,0.012,0.37,41,12,7,15.2,1168,1117,916,822,1197,529,426,25.0
0.151,0.31,1.24,0.01,0.004,0.02,0.01,0.03,0.003,0.002,0.003,0.04,0.019,0.012,0.37,41,12,7,14.6,1168,1115,896,810,1199,529,426,25.0
0.141,0.24,1.24,0.013,0.005,0.02,0.01,0.02,0.002,0.001,0.002,0.036,0.016,0.013,0.38,444,14,9,38.3,1181,1127,853,826,1210,549,481,27.5
0.151,0.27,1.23,0.013,0.007,0.02,0.01,0.03,0.002,0.002,0.003,0.043,0.018,0.013,0.37,594,16,9,27.35,1176,1120,832,777,1214,571,426,27.0
0.153,0.24,1.24,0.013,0.006,0.02,0.01,0.01,0.004,0.002,0.002,0.035,0.019,0.013,0.37,63,18,11,20.505000000000003,1168,1117,868,837,1200,529,483,27.5
0.153,0.24,1.24,0.013,0.006,0.02,0.01,0.01,0.004,0.002,0.002,0.035,0.019,0.013,0.37,55,18,11,20.505000000000003,1172,1124,883,851,1207,529,472,26.0
0.153,0.24,1.24,0.013,0.006,0.02,0.01,0.01,0.004,0.002,0.002,0.035,0.019,0.013,0.37,62,18,11,20.505000000000003,1180,1130,876,844,1201,560,401,27.0
0.156,0.26,1.24,0.011,0.001,0.02,0.01,0.02,0.002,0.002,0.004,0.039,0.02,0.013,0.37,122,18,11,20.505000000000003,1197,1143,883,843,1209,529,466,27.5
0.151,0.24,1.24,0.018,0.007,0.02,0.01,0.03,0.003,0.002,0.002,0.023,0.014,0.013,0.37,470,14,7,20.2,1164,1115,878,829,1198,499,402,29.5
0.151,0.24,1.24,0.018,0.007,0.02,0.01,0.03,0.003,0.002,0.002,0.023,0.014,0.013,0.37,438,14,7,20.3,1181,1127,866,816,1205,512,416,26.0
0.148,0.3,1.26,0.015,0.005,0.02,0.01,0.03,0.002,0.001,0.003,0.043,0.016,0.014,0.37,599,14,7,16.42,1170,1116,893,803,1204,520,441,28.0
0.148,0.27,1.24,0.014,0.009,0.02,0.01,0.02,0.002,0.002,0.003,0.04,0.016,0.013,0.36,586,14,7,16.42,1168,1114,893,802,1203,517,426,27.0
0.148,0.27,1.24,0.014,0.009,0.02,0.01,0.02,0.002,0.002,0.003,0.04,0.016,0.013,0.36,585,14,7,16.3,1165,1114,878,818,1205,537,440,27.0
0.15,0.25,1.22,0.017,0.005,0.02,0.01,0.02,0.003,0.002,0.003,0.033,0.017,0.014,0.36,548,14,7,19.7,1142,1093,875,813,1188,510,428,26.0
0.15,0.25,1.22,0.017,0.005,0.02,0.01,0.02,0.003,0.002,0.003,0.033,0.017,0.014,0.36,574,14,7,19.95,1159,1106,887,809,1187,505,407,30.0
0.149,0.25,1.24,0.014,0.007,0.02,0.01,0.02,0.003,0.002,0.002,0.036,0.016,0.013,0.36,561,14,7,20.18,1148,1098,856,806,1198,505,426,28.5
0.149,0.25,1.24,0.014,0.007,0.02,0.01,0.02,0.003,0.002,0.002,0.036,0.016,0.013,0.36,557,14,7,20.18,1162,1109,859,807,1197,511,435,29.0
0.151,0.24,1.24,0.018,0.007,0.02,0.01,0.03,0.003,0.002,0.002,0.023,0.014,0.013,0.37,558,14,7,20.18,1153,1102,856,802,1196,507,423,26.0
0.151,0.24,1.24,0.018,0.007,0.02,0.01,0.03,0.003,0.002,0.002,0.023,0.014,0.013,0.37,562,14,7,20.78,1148,1098,867,814,1198,521,436,30.0
0.159,0.24,1.24,0.015,0.006,0.02,0.01,0.04,0.003,0.002,0.003,0.028,0.017,0.014,0.38,585,14,7,26.7,1152,1106,869,838,1195,519,420,28.5
0.159,0.24,1.24,0.015,0.006,0.02,0.01,0.04,0.003,0.002,0.003,0.028,0.017,0.014,0.38,20,14,7,27.7,1160,1113,871,837,1184,530,440,26.5
0.159,0.22,1.23,0.017,0.007,0.02,0.01,0.03,0.002,0.002,0.003,0.028,0.015,0.013,0.38,576,14,7,14.11,1145,1093,926,811,1187,523,424,30.0
0.162,0.25,1.24,0.012,0.005,0.02,0.01,0.01,0.001,0.002,0.002,0.026,0.017,0.013,0.37,36,18,11,20.505000000000003,1163,1113,858,840,1198,529,474,26.0
0.148,0.26,1.21,0.014,0.008,0.02,0.01,0.02,0.004,0.001,0.003,0.034,0.017,0.013,0.36,328,14,7,15.2,1177,1123,918,818,1205,516,398,28.0
0.152,0.3,1.24,0.014,0.009,0.02,0.01,0.03,0.002,0.001,0.004,0.04,0.019,0.013,0.37,331,14,7,15.2,1183,1128,915,819,1210,514,395,28.0
0.148,0.26,1.24,0.014,0.004,0.02,0.01,0.02,0.002,0.001,0.003,0.025,0.014,0.014,0.36,150,14,7,17.4,1175,1121,897,817,1209,516,405,28.0
0.151,0.31,1.24,0.01,0.004,0.02,0.01,0.03,0.003,0.002,0.003,0.04,0.019,0.012,0.37,123,12,7,15.9,1146,1095,891,812,1194,539,432,27.0
0.149,0.24,1.23,0.011,0.006,0.02,0.01,0.02,0.003,0.001,0.003,0.044,0.017,0.015,0.36,600,14,7,23.2,1169,1118,887,831,1195,515,427,27.5
0.154,0.24,1.25,0.016,0.008,0.02,0.01,0.03,0.003,0.002,0.004,0.047,0.019,0.014,0.37,559,14,7,25.0,1192,1134,888,835,1227,520,403,29.0
0.153,0.22,1.23,0.014,0.008,0.02,0.01,0.02,0.003,0.001,0.003,0.033,0.016,0.013,0.37,586,14,7,23.2,1155,1107,886,827,1183,536,453,30.0
0.154,0.28,1.22,0.01,0.004,0.02,0.01,0.02,0.002,0.001,0.002,0.037,0.015,0.015,0.36,576,14,7,22.6,1149,1102,888,830,1201,560,484,27.5
0.154,0.28,1.22,0.01,0.004,0.02,0.01,0.02,0.002,0.001,0.002,0.037,0.015,0.015,0.36,579,14,7,22.6,1148,1100,888,830,1188,534,435,30.0
0.154,0.28,1.22,0.01,0.004,0.02,0.01,0.02,0.002,0.001,0.002,0.037,0.015,0.015,0.36,574,14,7,22.6,1147,1100,888,833,1202,533,425,30.0
0.149,0.23,1.22,0.01,0.012,0.02,0.01,0.02,0.002,0.001,0.002,0.041,0.013,0.013,0.36,587,14,7,22.58,1146,1100,889,837,1200,537,447,30.0
0.149,0.23,1.22,0.01,0.012,0.02,0.01,0.02,0.002,0.001,0.002,0.041,0.013,0.013,0.36,564,14,7,22.08,1151,1103,889,831,1201,534,422,29.0
0.149,0.24,1.22,0.012,0.005,0.02,0.01,0.03,0.002,0.001,0.003,0.029,0.015,0.013,0.36,598,14,7,24.3,1173,1123,888,832,1209,530,426,30.0
0.149,0.24,1.23,0.011,0.006,0.02,0.01,0.02,0.003,0.001,0.003,0.044,0.017,0.015,0.36,603,14,7,23.2,1152,1104,889,829,1196,523,431,27.0
0.15,0.26,1.24,0.014,0.005,0.02,0.01,0.03,0.002,0.002,0.003,0.044,0.016,0.012,0.36,555,16,9,29.35,1157,1107,862,804,1201,553,455,28.5
0.14,0.21,1.24,0.011,0.004,0.02,0.01,0.02,0.002,0.002,0.003,0.038,0.02,0.013,0.37,569,14,7,11.7,1181,1126,908,809,1216,526,445,30.5
0.155,0.24,1.24,0.015,0.004,0.02,0.01,0.02,0.002,0.002,0.002,0.029,0.017,0.012,0.37,562,14,7,25.0,1189,1136,884,835,1214,522,419,26.0
0.155,0.24,1.24,0.015,0.004,0.02,0.01,0.02,0.002,0.002,0.002,0.029,0.017,0.012,0.37,550,14,7,24.7,1183,1130,886,833,1210,526,421,25.5
0.155,0.24,1.24,0.015,0.004,0.02,0.01,0.02,0.002,0.002,0.002,0.029,0.017,0.012,0.37,549,14,7,24.3,1186,1140,893,861,1208,537,429,25.0
0.141,0.24,1.23,0.014,0.002,0.02,0.01,0.02,0.002,0.002,0.003,0.03,0.017,0.011,0.35,541,14,7,24.25,1146,1103,885,851,1202,526,441,26.5
0.141,0.24,1.23,0.014,0.002,0.02,0.01,0.02,0.002,0.002,0.003,0.03,0.017,0.011,0.35,556,14,7,24.05,1139,1097,887,852,1202,520,436,27.5
0.141,0.24,1.23,0.014,0.002,0.02,0.01,0.02,0.002,0.002,0.003,0.03,0.017,0.011,0.35,565,14,7,23.65,1131,1089,876,841,1196,511,418,29.0
0.156,0.22,1.24,0.017,0.004,0.02,0.01,0.02,0.001,0.003,0.003,0.028,0.017,0.011,0.37,567,14,7,21.1,1146,1101,873,832,1186,523,431,28.0
0.141,0.24,1.23,0.014,0.002,0.02,0.01,0.02,0.002,0.002,0.003,0.03,0.017,0.011,0.35,548,14,7,23.45,1142,1097,875,841,1194,530,432,28.5
0.156,0.22,1.24,0.017,0.004,0.02,0.01,0.02,0.001,0.003,0.003,0.028,0.017,0.011,0.37,549,16,9,20.93,1150,1098,865,792,1184,529,440,28.0
0.141,0.24,1.23,0.014,0.002,0.02,0.01,0.02,0.002,0.002,0.003,0.03,0.017,0.011,0.35,555,14,7,22.85,1136,1092,890,836,1191,513,410,27.5
0.162,0.25,1.24,0.012,0.005,0.02,0.01,0.01,0.001,0.002,0.002,0.026,0.017,0.013,0.37,36,18,11,20.505000000000003,1160,1111,853,835,1192,537,411,27.5
0.159,0.24,1.24,0.015,0.006,0.02,0.01,0.04,0.003,0.002,0.003,0.028,0.017,0.014,0.38,588,14,7,28.5,1156,1110,868,836,1192,523,422,30.5
0.162,0.25,1.24,0.012,0.005,0.02,0.01,0.01,0.001,0.002,0.002,0.026,0.017,0.013,0.37,36,18,11,20.505000000000003,1170,1117,851,829,1202,560,439,28.0
0.148,0.3,1.26,0.015,0.005,0.02,0.01,0.03,0.002,0.001,0.003,0.043,0.016,0.014,0.37,243,14,7,19.7,1134,1090,868,832,1180,516,413,25.5
0.151,0.31,1.24,0.01,0.004,0.02,0.01,0.03,0.003,0.002,0.003,0.04,0.019,0.012,0.37,184,12,7,13.8,1173,1119,922,811,1203,529,496,27.0
0.151,0.31,1.24,0.01,0.004,0.02,0.01,0.03,0.003,0.002,0.003,0.04,0.019,0.012,0.37,41,12,7,13.6,1158,1107,920,811,1195,559,467,28.0
0.151,0.31,1.24,0.01,0.004,0.02,0.01,0.03,0.003,0.002,0.003,0.04,0.019,0.012,0.37,41,12,7,15.0,1152,1103,917,821,1193,561,481,27.0
0.151,0.31,1.24,0.01,0.004,0.02,0.01,0.03,0.003,0.002,0.003,0.04,0.019,0.012,0.37,41,12,7,16.4,1165,1114,891,811,1197,554,474,27.5
0.154,0.27,1.23,0.012,0.008,0.02,0.01,0.03,0.004,0.002,0.003,0.04,0.019,0.012,0.37,35,14,7,16.4,1171,1117,896,812,1202,532,412,27.0
0.151,0.31,1.24,0.01,0.004,0.02,0.01,0.03,0.003,0.002,0.003,0.04,0.019,0.012,0.37,41,14,7,16.2,1165,1114,878,818,1193,550,450,27.5
0.151,0.31,1.24,0.01,0.004,0.02,0.01,0.03,0.003,0.002,0.003,0.04,0.019,0.012,0.37,152,14,5,12.7,1165,1114,908,847,1197,541,454,28.5
0.151,0.26,1.24,0.011,0.007,0.02,0.01,0.02,0.002,0.001,0.004,0.032,0.016,0.015,0.36,593,14,7,15.5,1182,1125,864,800,1211,505,418,27.5
0.151,0.26,1.24,0.011,0.007,0.02,0.01,0.02,0.002,0.001,0.004,0.032,0.016,0.015,0.36,576,14,7,25.0,1161,1110,888,838,1216,516,395,28.0
0.158,0.28,1.25,0.012,0.009,0.02,0.01,0.02,0.003,0.001,0.003,0.029,0.016,0.013,0.38,591,18,11,45.17,1177,1125,865,818,1206,502,426,29.0
0.154,0.23,1.25,0.013,0.008,0.02,0.01,0.02,0.002,0.002,0.003,0.038,0.015,0.015,0.37,598,14,7,24.33,1154,1106,888,834,1194,518,411,28.0
0.156,0.24,1.22,0.013,0.012,0.02,0.01,0.02,0.003,0.001,0.003,0.032,0.014,0.011,0.37,523,14,7,24.1,1165,1114,878,818,1190,507,406,29.0
0.156,0.24,1.22,0.013,0.012,0.02,0.01,0.02,0.003,0.001,0.003,0.032,0.014,0.011,0.37,581,14,7,24.33,1151,1098,888,825,1196,512,397,29.5
0.156,0.24,1.22,0.013,0.012,0.02,0.01,0.02,0.003,0.001,0.003,0.032,0.014,0.011,0.37,580,14,7,23.83,1145,1099,887,826,1195,508,391,30.0
0.146,0.24,1.23,0.012,0.007,0.02,0.01,0.03,0.003,0.001,0.003,0.044,0.019,0.015,0.36,586,14,7,23.83,1171,1120,888,829,1200,521,423,28.5
0.146,0.24,1.23,0.012,0.007,0.02,0.01,0.03,0.003,0.001,0.003,0.044,0.019,0.015,0.36,578,14,7,23.83,1175,1123,888,823,1201,506,408,29.0
0.146,0.24,1.23,0.012,0.007,0.02,0.01,0.03,0.003,0.001,0.003,0.044,0.019,0.015,0.36,574,14,7,23.83,1180,1128,889,830,1205,503,415,30.5
0.147,0.23,1.23,0.016,0.006,0.02,0.01,0.03,0.002,0.002,0.003,0.036,0.011,0.012,0.36,573,14,7,23.83,1163,1112,884,821,1200,510,429,27.0
0.147,0.23,1.23,0.016,0.006,0.02,0.01,0.03,0.002,0.002,0.003,0.036,0.011,0.012,0.36,577,14,7,23.8,1177,1124,889,825,1207,516,399,29.0
0.149,0.24,1.23,0.011,0.006,0.02,0.01,0.02,0.003,0.001,0.003,0.044,0.017,0.015,0.36,586,14,7,23.2,1157,1109,888,830,1181,526,421,27.0
0.161,0.25,1.24,0.013,0.001,0.02,0.01,0.02,0.002,0.002,0.003,0.025,0.013,0.013,0.37,552,14,7,24.08,1192,1136,893,837,1217,568,497,28.5
0.161,0.25,1.24,0.013,0.001,0.02,0.01,0.02,0.002,0.002,0.003,0.025,0.013,0.013,0.37,413,14,7,24.08,1169,1112,863,820,1191,554,472,28.5
0.152,0.25,1.23,0.014,0.005,0.02,0.01,0.03,0.002,0.002,0.002,0.033,0.015,0.011,0.36,553,14,7,22.65,1138,1095,876,841,1188,516,433,26.5
